CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031405256532001ME0F;12/11/2020;2;0,139;R
ES0031405256532001ME0F;12/11/2020;3;0,049;R
ES0031405256532001ME0F;12/11/2020;4;0,035;R
ES0031405256532001ME0F;12/11/2020;5;0,047;R
ES0031405256532001ME0F;12/11/2020;6;0,048;R
ES0031405256532001ME0F;12/11/2020;7;0,143;R
ES0031405256532001ME0F;12/11/2020;8;0,065;R
ES0031405256532001ME0F;12/11/2020;9;0,228;R
ES0031405256532001ME0F;12/11/2020;10;0,106;R
ES0031405256532001ME0F;12/11/2020;11;0,145;R
ES0031405256532001ME0F;12/11/2020;12;0,255;R
ES0031405256532001ME0F;12/11/2020;13;0,219;R
ES0031405256532001ME0F;12/11/2020;14;0,171;R
ES0031405256532001ME0F;12/11/2020;15;0,37;R
ES0031405256532001ME0F;12/11/2020;16;0,342;R
ES0031405256532001ME0F;12/11/2020;17;0,189;R
ES0031405256532001ME0F;12/11/2020;18;0,183;R
ES0031405256532001ME0F;12/11/2020;19;0,179;R
ES0031405256532001ME0F;12/11/2020;20;0,137;R
ES0031405256532001ME0F;12/11/2020;21;0,154;R
ES0031405256532001ME0F;12/11/2020;22;0,598;R
ES0031405256532001ME0F;12/11/2020;23;0,16;R
ES0031405256532001ME0F;12/11/2020;24;0,136;R
ES0031405256532001ME0F;13/11/2020;1;0,154;R
ES0031405256532001ME0F;13/11/2020;2;0,047;R
ES0031405256532001ME0F;13/11/2020;3;0,03;R
ES0031405256532001ME0F;13/11/2020;4;0,049;R
ES0031405256532001ME0F;13/11/2020;5;0,049;R
ES0031405256532001ME0F;13/11/2020;6;0,024;R
ES0031405256532001ME0F;13/11/2020;7;0,048;R
ES0031405256532001ME0F;13/11/2020;8;0,131;R
ES0031405256532001ME0F;13/11/2020;9;0,033;R
ES0031405256532001ME0F;13/11/2020;10;0,072;R
ES0031405256532001ME0F;13/11/2020;11;0,138;R
ES0031405256532001ME0F;13/11/2020;12;0,052;R
ES0031405256532001ME0F;13/11/2020;13;0,044;R
ES0031405256532001ME0F;13/11/2020;14;0,046;R
ES0031405256532001ME0F;13/11/2020;15;0,046;R
ES0031405256532001ME0F;13/11/2020;16;0,07;R
ES0031405256532001ME0F;13/11/2020;17;0,155;R
ES0031405256532001ME0F;13/11/2020;18;0,065;R
ES0031405256532001ME0F;13/11/2020;19;0,063;R
ES0031405256532001ME0F;13/11/2020;20;0,105;R
ES0031405256532001ME0F;13/11/2020;21;0,14;R
ES0031405256532001ME0F;13/11/2020;22;1,089;R
ES0031405256532001ME0F;13/11/2020;23;0,321;R
ES0031405256532001ME0F;13/11/2020;24;0,09;R
ES0031405256532001ME0F;14/11/2020;1;0,342;R
ES0031405256532001ME0F;14/11/2020;2;0,78;R
ES0031405256532001ME0F;14/11/2020;3;0,804;R
ES0031405256532001ME0F;14/11/2020;4;0,036;R
ES0031405256532001ME0F;14/11/2020;5;0,125;R
ES0031405256532001ME0F;14/11/2020;6;0,05;R
ES0031405256532001ME0F;14/11/2020;7;0,048;R
ES0031405256532001ME0F;14/11/2020;8;0,087;R
ES0031405256532001ME0F;14/11/2020;9;0,194;R
ES0031405256532001ME0F;14/11/2020;10;0,065;R
ES0031405256532001ME0F;14/11/2020;11;0,469;R
ES0031405256532001ME0F;14/11/2020;12;0,088;R
ES0031405256532001ME0F;14/11/2020;13;0,077;R
ES0031405256532001ME0F;14/11/2020;14;0,085;R
ES0031405256532001ME0F;14/11/2020;15;0,517;R
ES0031405256532001ME0F;14/11/2020;16;0,226;R
ES0031405256532001ME0F;14/11/2020;17;0,162;R
ES0031405256532001ME0F;14/11/2020;18;0,22;R
ES0031405256532001ME0F;14/11/2020;19;0,165;R
ES0031405256532001ME0F;14/11/2020;20;0,143;R
ES0031405256532001ME0F;14/11/2020;21;0,16;R
ES0031405256532001ME0F;14/11/2020;22;0,226;R
ES0031405256532001ME0F;14/11/2020;23;0,222;R
ES0031405256532001ME0F;14/11/2020;24;0,173;R
ES0031405256532001ME0F;15/11/2020;1;0,162;R
ES0031405256532001ME0F;15/11/2020;2;0,083;R
ES0031405256532001ME0F;15/11/2020;3;0,028;R
ES0031405256532001ME0F;15/11/2020;4;0,045;R
ES0031405256532001ME0F;15/11/2020;5;0,045;R
ES0031405256532001ME0F;15/11/2020;6;0,045;R
ES0031405256532001ME0F;15/11/2020;7;0,021;R
ES0031405256532001ME0F;15/11/2020;8;0,044;R
ES0031405256532001ME0F;15/11/2020;9;0,124;R
ES0031405256532001ME0F;15/11/2020;10;0,168;R
ES0031405256532001ME0F;15/11/2020;11;0,088;R
ES0031405256532001ME0F;15/11/2020;12;0,185;R
ES0031405256532001ME0F;15/11/2020;13;0,052;R
ES0031405256532001ME0F;15/11/2020;14;0,08;R
ES0031405256532001ME0F;15/11/2020;15;0,339;R
ES0031405256532001ME0F;15/11/2020;16;1,799;R
ES0031405256532001ME0F;15/11/2020;17;0,082;R
ES0031405256532001ME0F;15/11/2020;18;0,042;R
ES0031405256532001ME0F;15/11/2020;19;0,112;R
ES0031405256532001ME0F;15/11/2020;20;0,124;R
ES0031405256532001ME0F;15/11/2020;21;0,075;R
ES0031405256532001ME0F;15/11/2020;22;0,257;R
ES0031405256532001ME0F;15/11/2020;23;0,137;R
ES0031405256532001ME0F;15/11/2020;24;0,066;R
ES0031405256532001ME0F;16/11/2020;1;0,094;R
ES0031405256532001ME0F;16/11/2020;2;0,051;R
ES0031405256532001ME0F;16/11/2020;3;0,137;R
ES0031405256532001ME0F;16/11/2020;4;0,103;R
ES0031405256532001ME0F;16/11/2020;5;0,05;R
ES0031405256532001ME0F;16/11/2020;6;0,058;R
ES0031405256532001ME0F;16/11/2020;7;0,087;R
ES0031405256532001ME0F;16/11/2020;8;0,19;R
ES0031405256532001ME0F;16/11/2020;9;0,245;R
ES0031405256532001ME0F;16/11/2020;10;0,042;R
ES0031405256532001ME0F;16/11/2020;11;0,024;R
ES0031405256532001ME0F;16/11/2020;12;0,092;R
ES0031405256532001ME0F;16/11/2020;13;0,064;R
ES0031405256532001ME0F;16/11/2020;14;0,162;R
ES0031405256532001ME0F;16/11/2020;15;0,18;R
ES0031405256532001ME0F;16/11/2020;16;0,222;R
ES0031405256532001ME0F;16/11/2020;17;0,315;R
ES0031405256532001ME0F;16/11/2020;18;0,218;R
ES0031405256532001ME0F;16/11/2020;19;0,322;R
ES0031405256532001ME0F;16/11/2020;20;0,124;R
ES0031405256532001ME0F;16/11/2020;21;0,172;R
ES0031405256532001ME0F;16/11/2020;22;0,246;R
ES0031405256532001ME0F;16/11/2020;23;0,339;R
ES0031405256532001ME0F;16/11/2020;24;1,089;R
ES0031405256532001ME0F;17/11/2020;1;0,833;R
ES0031405256532001ME0F;17/11/2020;2;0,056;R
ES0031405256532001ME0F;17/11/2020;3;0,051;R
ES0031405256532001ME0F;17/11/2020;4;0,039;R
ES0031405256532001ME0F;17/11/2020;5;0,043;R
ES0031405256532001ME0F;17/11/2020;6;0,046;R
ES0031405256532001ME0F;17/11/2020;7;0,138;R
ES0031405256532001ME0F;17/11/2020;8;0,147;R
ES0031405256532001ME0F;17/11/2020;9;0,126;R
ES0031405256532001ME0F;17/11/2020;10;0,264;R
ES0031405256532001ME0F;17/11/2020;11;0,561;R
ES0031405256532001ME0F;17/11/2020;12;0,343;R
ES0031405256532001ME0F;17/11/2020;13;0,143;R
ES0031405256532001ME0F;17/11/2020;14;0,15;R
ES0031405256532001ME0F;17/11/2020;15;0,292;R
ES0031405256532001ME0F;17/11/2020;16;0,321;R
ES0031405256532001ME0F;17/11/2020;17;0,161;R
ES0031405256532001ME0F;17/11/2020;18;0,138;R
ES0031405256532001ME0F;17/11/2020;19;0,097;R
ES0031405256532001ME0F;17/11/2020;20;0,135;R
ES0031405256532001ME0F;17/11/2020;21;0,144;R
ES0031405256532001ME0F;17/11/2020;22;0,303;R
ES0031405256532001ME0F;17/11/2020;23;0,143;R
ES0031405256532001ME0F;17/11/2020;24;0,031;R
ES0031405256532001ME0F;18/11/2020;1;0,021;R
ES0031405256532001ME0F;18/11/2020;2;0,079;R
ES0031405256532001ME0F;18/11/2020;3;0,097;R
ES0031405256532001ME0F;18/11/2020;4;0,02;R
ES0031405256532001ME0F;18/11/2020;5;0,049;R
ES0031405256532001ME0F;18/11/2020;6;0,02;R
ES0031405256532001ME0F;18/11/2020;7;0,112;R
ES0031405256532001ME0F;18/11/2020;8;0,055;R
ES0031405256532001ME0F;18/11/2020;9;0,231;R
ES0031405256532001ME0F;18/11/2020;10;0,222;R
ES0031405256532001ME0F;18/11/2020;11;0,224;R
ES0031405256532001ME0F;18/11/2020;12;0,224;R
ES0031405256532001ME0F;18/11/2020;13;0,339;R
ES0031405256532001ME0F;18/11/2020;14;0,252;R
ES0031405256532001ME0F;18/11/2020;15;0,305;R
ES0031405256532001ME0F;18/11/2020;16;0,236;R
ES0031405256532001ME0F;18/11/2020;17;0,264;R
ES0031405256532001ME0F;18/11/2020;18;0,155;R
ES0031405256532001ME0F;18/11/2020;19;0,088;R
ES0031405256532001ME0F;18/11/2020;20;0,339;R
ES0031405256532001ME0F;18/11/2020;21;0,289;R
ES0031405256532001ME0F;18/11/2020;22;0,326;R
ES0031405256532001ME0F;18/11/2020;23;0,237;R
ES0031405256532001ME0F;18/11/2020;24;0,146;R
ES0031405256532001ME0F;19/11/2020;1;0,155;R
ES0031405256532001ME0F;19/11/2020;2;0,054;R
ES0031405256532001ME0F;19/11/2020;3;0,15;R
ES0031405256532001ME0F;19/11/2020;4;0,031;R
ES0031405256532001ME0F;19/11/2020;5;0,048;R
ES0031405256532001ME0F;19/11/2020;6;0,043;R
ES0031405256532001ME0F;19/11/2020;7;0,125;R
ES0031405256532001ME0F;19/11/2020;8;0,056;R
ES0031405256532001ME0F;19/11/2020;9;0,179;R
ES0031405256532001ME0F;19/11/2020;10;0,206;R
ES0031405256532001ME0F;19/11/2020;11;0,262;R
ES0031405256532001ME0F;19/11/2020;12;0,207;R
ES0031405256532001ME0F;19/11/2020;13;0,323;R
ES0031405256532001ME0F;19/11/2020;14;0,261;R
ES0031405256532001ME0F;19/11/2020;15;0,319;R
ES0031405256532001ME0F;19/11/2020;16;0,384;R
ES0031405256532001ME0F;19/11/2020;17;0,301;R
ES0031405256532001ME0F;19/11/2020;18;0,182;R
ES0031405256532001ME0F;19/11/2020;19;0,205;R
ES0031405256532001ME0F;19/11/2020;20;0,221;R
ES0031405256532001ME0F;19/11/2020;21;0,265;R
ES0031405256532001ME0F;19/11/2020;22;0,933;R
ES0031405256532001ME0F;19/11/2020;23;0,374;R
ES0031405256532001ME0F;19/11/2020;24;0,202;R
ES0031405256532001ME0F;20/11/2020;1;0,246;R
ES0031405256532001ME0F;20/11/2020;2;1,084;R
ES0031405256532001ME0F;20/11/2020;3;0,903;R
ES0031405256532001ME0F;20/11/2020;4;0,038;R
ES0031405256532001ME0F;20/11/2020;5;0,062;R
ES0031405256532001ME0F;20/11/2020;6;0,024;R
ES0031405256532001ME0F;20/11/2020;7;0,056;R
ES0031405256532001ME0F;20/11/2020;8;0,143;R
ES0031405256532001ME0F;20/11/2020;9;0,196;R
ES0031405256532001ME0F;20/11/2020;10;0,411;R
ES0031405256532001ME0F;20/11/2020;11;0,213;R
ES0031405256532001ME0F;20/11/2020;12;0,256;R
ES0031405256532001ME0F;20/11/2020;13;0,209;R
ES0031405256532001ME0F;20/11/2020;14;0,213;R
ES0031405256532001ME0F;20/11/2020;15;0,236;R
ES0031405256532001ME0F;20/11/2020;16;0,287;R
ES0031405256532001ME0F;20/11/2020;17;0,171;R
ES0031405256532001ME0F;20/11/2020;18;0,16;R
ES0031405256532001ME0F;20/11/2020;19;0,146;R
ES0031405256532001ME0F;20/11/2020;20;0,138;R
ES0031405256532001ME0F;20/11/2020;21;0,226;R
ES0031405256532001ME0F;20/11/2020;22;0,304;R
ES0031405256532001ME0F;20/11/2020;23;0,106;R
ES0031405256532001ME0F;20/11/2020;24;0,135;R
ES0031405256532001ME0F;21/11/2020;1;0,067;R
ES0031405256532001ME0F;21/11/2020;2;0,026;R
ES0031405256532001ME0F;21/11/2020;3;0,055;R
ES0031405256532001ME0F;21/11/2020;4;0,029;R
ES0031405256532001ME0F;21/11/2020;5;0,02;R
ES0031405256532001ME0F;21/11/2020;6;0,055;R
ES0031405256532001ME0F;21/11/2020;7;0,027;R
ES0031405256532001ME0F;21/11/2020;8;0,019;R
ES0031405256532001ME0F;21/11/2020;9;0,056;R
ES0031405256532001ME0F;21/11/2020;10;0,198;R
ES0031405256532001ME0F;21/11/2020;11;0,102;R
ES0031405256532001ME0F;21/11/2020;12;0,026;R
ES0031405256532001ME0F;21/11/2020;13;0,047;R
ES0031405256532001ME0F;21/11/2020;14;0,143;R
ES0031405256532001ME0F;21/11/2020;15;0,169;R
ES0031405256532001ME0F;21/11/2020;16;0,144;R
ES0031405256532001ME0F;21/11/2020;17;0,125;R
ES0031405256532001ME0F;21/11/2020;18;0,112;R
ES0031405256532001ME0F;21/11/2020;19;0,11;R
ES0031405256532001ME0F;21/11/2020;20;0,809;R
ES0031405256532001ME0F;21/11/2020;21;0,149;R
ES0031405256532001ME0F;21/11/2020;22;0,272;R
ES0031405256532001ME0F;21/11/2020;23;0,159;R
ES0031405256532001ME0F;21/11/2020;24;0,297;R
ES0031405256532001ME0F;22/11/2020;1;0,19;R
ES0031405256532001ME0F;22/11/2020;2;0,071;R
ES0031405256532001ME0F;22/11/2020;3;0,06;R
ES0031405256532001ME0F;22/11/2020;4;0,164;R
ES0031405256532001ME0F;22/11/2020;5;0,045;R
ES0031405256532001ME0F;22/11/2020;6;0,046;R
ES0031405256532001ME0F;22/11/2020;7;0,081;R
ES0031405256532001ME0F;22/11/2020;8;0,046;R
ES0031405256532001ME0F;22/11/2020;9;0,044;R
ES0031405256532001ME0F;22/11/2020;10;0,25;R
ES0031405256532001ME0F;22/11/2020;11;0,106;R
ES0031405256532001ME0F;22/11/2020;12;0,125;R
ES0031405256532001ME0F;22/11/2020;13;0,033;R
ES0031405256532001ME0F;22/11/2020;14;0,222;R
ES0031405256532001ME0F;22/11/2020;15;0,305;R
ES0031405256532001ME0F;22/11/2020;16;0,641;R
ES0031405256532001ME0F;22/11/2020;17;0,201;R
ES0031405256532001ME0F;22/11/2020;18;0,701;R
ES0031405256532001ME0F;22/11/2020;19;0,203;R
ES0031405256532001ME0F;22/11/2020;20;0,721;R
ES0031405256532001ME0F;22/11/2020;21;0,152;R
ES0031405256532001ME0F;22/11/2020;22;0,252;R
ES0031405256532001ME0F;22/11/2020;23;0,115;R
ES0031405256532001ME0F;22/11/2020;24;0,062;R
ES0031405256532001ME0F;23/11/2020;1;0,051;R
ES0031405256532001ME0F;23/11/2020;2;0,037;R
ES0031405256532001ME0F;23/11/2020;3;0,036;R
ES0031405256532001ME0F;23/11/2020;4;0,036;R
ES0031405256532001ME0F;23/11/2020;5;0,035;R
ES0031405256532001ME0F;23/11/2020;6;0,035;R
ES0031405256532001ME0F;23/11/2020;7;0,035;R
ES0031405256532001ME0F;23/11/2020;8;0,121;R
ES0031405256532001ME0F;23/11/2020;9;0,106;R
ES0031405256532001ME0F;23/11/2020;10;0,663;R
ES0031405256532001ME0F;23/11/2020;11;0,168;R
ES0031405256532001ME0F;23/11/2020;12;0,119;R
ES0031405256532001ME0F;23/11/2020;13;0,038;R
ES0031405256532001ME0F;23/11/2020;14;0,248;R
ES0031405256532001ME0F;23/11/2020;15;0,234;R
ES0031405256532001ME0F;23/11/2020;16;0,143;R
ES0031405256532001ME0F;23/11/2020;17;0,15;R
ES0031405256532001ME0F;23/11/2020;18;0,109;R
ES0031405256532001ME0F;23/11/2020;19;0,107;R
ES0031405256532001ME0F;23/11/2020;20;0,469;R
ES0031405256532001ME0F;23/11/2020;21;0,411;R
ES0031405256532001ME0F;23/11/2020;22;0,22;R
ES0031405256532001ME0F;23/11/2020;23;1,071;R
ES0031405256532001ME0F;23/11/2020;24;0,928;R
ES0031405256532001ME0F;24/11/2020;1;0,062;R
ES0031405256532001ME0F;24/11/2020;2;0,035;R
ES0031405256532001ME0F;24/11/2020;3;0,123;R
ES0031405256532001ME0F;24/11/2020;4;0,047;R
ES0031405256532001ME0F;24/11/2020;5;0,044;R
ES0031405256532001ME0F;24/11/2020;6;0,042;R
ES0031405256532001ME0F;24/11/2020;7;0,123;R
ES0031405256532001ME0F;24/11/2020;8;0,032;R
ES0031405256532001ME0F;24/11/2020;9;0,173;R
ES0031405256532001ME0F;24/11/2020;10;0,147;R
ES0031405256532001ME0F;24/11/2020;11;0,067;R
ES0031405256532001ME0F;24/11/2020;12;0,154;R
ES0031405256532001ME0F;24/11/2020;13;0,111;R
ES0031405256532001ME0F;24/11/2020;14;0,231;R
ES0031405256532001ME0F;24/11/2020;15;0,212;R
ES0031405256532001ME0F;24/11/2020;16;0,467;R
ES0031405256532001ME0F;24/11/2020;17;0,124;R
ES0031405256532001ME0F;24/11/2020;18;0,059;R
ES0031405256532001ME0F;24/11/2020;19;0,096;R
ES0031405256532001ME0F;24/11/2020;20;0,064;R
ES0031405256532001ME0F;24/11/2020;21;0,141;R
ES0031405256532001ME0F;24/11/2020;22;0,234;R
ES0031405256532001ME0F;24/11/2020;23;0,298;R
ES0031405256532001ME0F;24/11/2020;24;0,088;R
ES0031405256532001ME0F;25/11/2020;1;0,026;R
ES0031405256532001ME0F;25/11/2020;2;0,052;R
ES0031405256532001ME0F;25/11/2020;3;0,019;R
ES0031405256532001ME0F;25/11/2020;4;0,019;R
ES0031405256532001ME0F;25/11/2020;5;0,136;R
ES0031405256532001ME0F;25/11/2020;6;0,046;R
ES0031405256532001ME0F;25/11/2020;7;0,085;R
ES0031405256532001ME0F;25/11/2020;8;0,09;R
ES0031405256532001ME0F;25/11/2020;9;0,664;R
ES0031405256532001ME0F;25/11/2020;10;0,171;R
ES0031405256532001ME0F;25/11/2020;11;0,193;R
ES0031405256532001ME0F;25/11/2020;12;0,171;R
ES0031405256532001ME0F;25/11/2020;13;0,213;R
ES0031405256532001ME0F;25/11/2020;14;0,138;R
ES0031405256532001ME0F;25/11/2020;15;0,071;R
ES0031405256532001ME0F;25/11/2020;16;0,08;R
ES0031405256532001ME0F;25/11/2020;17;0,152;R
ES0031405256532001ME0F;25/11/2020;18;0,154;R
ES0031405256532001ME0F;25/11/2020;19;0,141;R
ES0031405256532001ME0F;25/11/2020;20;0,127;R
ES0031405256532001ME0F;25/11/2020;21;0,048;R
ES0031405256532001ME0F;25/11/2020;22;0,205;R
ES0031405256532001ME0F;25/11/2020;23;0,695;R
ES0031405256532001ME0F;25/11/2020;24;0,075;R
ES0031405256532001ME0F;26/11/2020;1;0,062;R
ES0031405256532001ME0F;26/11/2020;2;0,023;R
ES0031405256532001ME0F;26/11/2020;3;0,044;R
ES0031405256532001ME0F;26/11/2020;4;0,032;R
ES0031405256532001ME0F;26/11/2020;5;0,02;R
ES0031405256532001ME0F;26/11/2020;6;0,05;R
ES0031405256532001ME0F;26/11/2020;7;0,095;R
ES0031405256532001ME0F;26/11/2020;8;0,117;R
ES0031405256532001ME0F;26/11/2020;9;0,102;R
ES0031405256532001ME0F;26/11/2020;10;0,228;R
ES0031405256532001ME0F;26/11/2020;11;0,196;R
ES0031405256532001ME0F;26/11/2020;12;0,246;R
ES0031405256532001ME0F;26/11/2020;13;0,13;R
ES0031405256532001ME0F;26/11/2020;14;0,171;R
ES0031405256532001ME0F;26/11/2020;15;0,379;R
ES0031405256532001ME0F;26/11/2020;16;0,423;R
ES0031405256532001ME0F;26/11/2020;17;0,224;R
ES0031405256532001ME0F;26/11/2020;18;0,147;R
ES0031405256532001ME0F;26/11/2020;19;0,187;R
ES0031405256532001ME0F;26/11/2020;20;0,188;R
ES0031405256532001ME0F;26/11/2020;21;0,21;R
ES0031405256532001ME0F;26/11/2020;22;0,623;R
ES0031405256532001ME0F;26/11/2020;23;0,294;R
ES0031405256532001ME0F;26/11/2020;24;0,217;R
ES0031405256532001ME0F;27/11/2020;1;1,173;R
ES0031405256532001ME0F;27/11/2020;2;0,817;R
ES0031405256532001ME0F;27/11/2020;3;0,231;R
ES0031405256532001ME0F;27/11/2020;4;0,026;R
ES0031405256532001ME0F;27/11/2020;5;0,127;R
ES0031405256532001ME0F;27/11/2020;6;0,092;R
ES0031405256532001ME0F;27/11/2020;7;0,024;R
ES0031405256532001ME0F;27/11/2020;8;0,022;R
ES0031405256532001ME0F;27/11/2020;9;0,194;R
ES0031405256532001ME0F;27/11/2020;10;0,163;R
ES0031405256532001ME0F;27/11/2020;11;0,227;R
ES0031405256532001ME0F;27/11/2020;12;0,187;R
ES0031405256532001ME0F;27/11/2020;13;0,19;R
ES0031405256532001ME0F;27/11/2020;14;0,219;R
ES0031405256532001ME0F;27/11/2020;15;0,125;R
ES0031405256532001ME0F;27/11/2020;16;0,386;R
ES0031405256532001ME0F;27/11/2020;17;0,136;R
ES0031405256532001ME0F;27/11/2020;18;0,112;R
ES0031405256532001ME0F;27/11/2020;19;0,145;R
ES0031405256532001ME0F;27/11/2020;20;0,273;R
ES0031405256532001ME0F;27/11/2020;21;0,217;R
ES0031405256532001ME0F;27/11/2020;22;0,529;R
ES0031405256532001ME0F;27/11/2020;23;0,188;R
ES0031405256532001ME0F;27/11/2020;24;0,537;R
ES0031405256532001ME0F;28/11/2020;1;0,129;R
ES0031405256532001ME0F;28/11/2020;2;0,145;R
ES0031405256532001ME0F;28/11/2020;3;0,091;R
ES0031405256532001ME0F;28/11/2020;4;0,056;R
ES0031405256532001ME0F;28/11/2020;5;0,024;R
ES0031405256532001ME0F;28/11/2020;6;0,051;R
ES0031405256532001ME0F;28/11/2020;7;0,036;R
ES0031405256532001ME0F;28/11/2020;8;0,108;R
ES0031405256532001ME0F;28/11/2020;9;0,121;R
ES0031405256532001ME0F;28/11/2020;10;0,174;R
ES0031405256532001ME0F;28/11/2020;11;0,165;R
ES0031405256532001ME0F;28/11/2020;12;0,265;R
ES0031405256532001ME0F;28/11/2020;13;0,206;R
ES0031405256532001ME0F;28/11/2020;14;0,491;R
ES0031405256532001ME0F;28/11/2020;15;0,355;R
ES0031405256532001ME0F;28/11/2020;16;0,253;R
ES0031405256532001ME0F;28/11/2020;17;0,26;R
ES0031405256532001ME0F;28/11/2020;18;0,142;R
ES0031405256532001ME0F;28/11/2020;19;0,181;R
ES0031405256532001ME0F;28/11/2020;20;0,2;R
ES0031405256532001ME0F;28/11/2020;21;0,249;R
ES0031405256532001ME0F;28/11/2020;22;0,295;R
ES0031405256532001ME0F;28/11/2020;23;0,296;R
ES0031405256532001ME0F;28/11/2020;24;0,204;R
ES0031405256532001ME0F;29/11/2020;1;0,178;R
ES0031405256532001ME0F;29/11/2020;2;0,243;R
ES0031405256532001ME0F;29/11/2020;3;0,127;R
ES0031405256532001ME0F;29/11/2020;4;0,074;R
ES0031405256532001ME0F;29/11/2020;5;0,079;R
ES0031405256532001ME0F;29/11/2020;6;0,068;R
ES0031405256532001ME0F;29/11/2020;7;0,082;R
ES0031405256532001ME0F;29/11/2020;8;0,075;R
ES0031405256532001ME0F;29/11/2020;9;0,073;R
ES0031405256532001ME0F;29/11/2020;10;0,157;R
ES0031405256532001ME0F;29/11/2020;11;0,131;R
ES0031405256532001ME0F;29/11/2020;12;0,125;R
ES0031405256532001ME0F;29/11/2020;13;0,058;R
ES0031405256532001ME0F;29/11/2020;14;0,154;R
ES0031405256532001ME0F;29/11/2020;15;0,173;R
ES0031405256532001ME0F;29/11/2020;16;0,231;R
ES0031405256532001ME0F;29/11/2020;17;0,116;R
ES0031405256532001ME0F;29/11/2020;18;0,737;R
ES0031405256532001ME0F;29/11/2020;19;1,537;R
ES0031405256532001ME0F;29/11/2020;20;0,1;R
ES0031405256532001ME0F;29/11/2020;21;0,159;R
ES0031405256532001ME0F;29/11/2020;22;0,435;R
ES0031405256532001ME0F;29/11/2020;23;0,48;R
ES0031405256532001ME0F;29/11/2020;24;1,546;R
ES0031405256532001ME0F;30/11/2020;1;0,314;R
ES0031405256532001ME0F;30/11/2020;2;0,023;R
ES0031405256532001ME0F;30/11/2020;3;0,028;R
ES0031405256532001ME0F;30/11/2020;4;0,061;R
ES0031405256532001ME0F;30/11/2020;5;0,02;R
ES0031405256532001ME0F;30/11/2020;6;0,02;R
ES0031405256532001ME0F;30/11/2020;7;0,138;R
ES0031405256532001ME0F;30/11/2020;8;0,328;R
ES0031405256532001ME0F;30/11/2020;9;0,135;R
ES0031405256532001ME0F;30/11/2020;10;0,2;R
ES0031405256532001ME0F;30/11/2020;11;0,155;R
ES0031405256532001ME0F;30/11/2020;12;0,087;R
ES0031405256532001ME0F;30/11/2020;13;0,044;R
ES0031405256532001ME0F;30/11/2020;14;0,291;R
ES0031405256532001ME0F;30/11/2020;15;0,065;R
ES0031405256532001ME0F;30/11/2020;16;0,042;R
ES0031405256532001ME0F;30/11/2020;17;0,048;R
ES0031405256532001ME0F;30/11/2020;18;0,051;R
ES0031405256532001ME0F;30/11/2020;19;0,047;R
ES0031405256532001ME0F;30/11/2020;20;0,128;R
ES0031405256532001ME0F;30/11/2020;21;0,347;R
ES0031405256532001ME0F;30/11/2020;22;0,595;R
ES0031405256532001ME0F;30/11/2020;23;0,288;R
ES0031405256532001ME0F;30/11/2020;24;0,369;R
ES0031405256532001ME0F;01/12/2020;1;0,12;R
ES0031405256532001ME0F;01/12/2020;2;0,108;R
ES0031405256532001ME0F;01/12/2020;3;0,096;R
ES0031405256532001ME0F;01/12/2020;4;0,099;R
ES0031405256532001ME0F;01/12/2020;5;0,093;R
ES0031405256532001ME0F;01/12/2020;6;0,162;R
ES0031405256532001ME0F;01/12/2020;7;0,127;R
ES0031405256532001ME0F;01/12/2020;8;0,179;R
ES0031405256532001ME0F;01/12/2020;9;0,422;R
ES0031405256532001ME0F;01/12/2020;10;0,493;R
ES0031405256532001ME0F;01/12/2020;11;0,112;R
ES0031405256532001ME0F;01/12/2020;12;0,091;R
ES0031405256532001ME0F;01/12/2020;13;0,025;R
ES0031405256532001ME0F;01/12/2020;14;0,168;R
ES0031405256532001ME0F;01/12/2020;15;0,121;R
ES0031405256532001ME0F;01/12/2020;16;0,086;R
ES0031405256532001ME0F;01/12/2020;17;0,182;R
ES0031405256532001ME0F;01/12/2020;18;0,318;R
ES0031405256532001ME0F;01/12/2020;19;0,396;R
ES0031405256532001ME0F;01/12/2020;20;0,054;R
ES0031405256532001ME0F;01/12/2020;21;0,042;R
ES0031405256532001ME0F;01/12/2020;22;0,194;R
ES0031405256532001ME0F;01/12/2020;23;0,094;R
ES0031405256532001ME0F;01/12/2020;24;0,157;R
ES0031405256532001ME0F;02/12/2020;1;0,08;R
ES0031405256532001ME0F;02/12/2020;2;0,114;R
ES0031405256532001ME0F;02/12/2020;3;0,096;R
ES0031405256532001ME0F;02/12/2020;4;0,02;R
ES0031405256532001ME0F;02/12/2020;5;0,053;R
ES0031405256532001ME0F;02/12/2020;6;0,02;R
ES0031405256532001ME0F;02/12/2020;7;0,158;R
ES0031405256532001ME0F;02/12/2020;8;0,025;R
ES0031405256532001ME0F;02/12/2020;9;0,127;R
ES0031405256532001ME0F;02/12/2020;10;0,133;R
ES0031405256532001ME0F;02/12/2020;11;0,201;R
ES0031405256532001ME0F;02/12/2020;12;0,147;R
ES0031405256532001ME0F;02/12/2020;13;0,15;R
ES0031405256532001ME0F;02/12/2020;14;0,771;R
ES0031405256532001ME0F;02/12/2020;15;0,608;R
ES0031405256532001ME0F;02/12/2020;16;0,5;R
ES0031405256532001ME0F;02/12/2020;17;1,247;R
ES0031405256532001ME0F;02/12/2020;18;0,434;R
ES0031405256532001ME0F;02/12/2020;19;0,172;R
